Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
cuidado-personal-serum-facial-atelier-5,Serum Facial Atelier Atelier N5,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-145,450,shopify,50,deny,manual,55.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Serum Facial Atelier Atelier N5,FALSE,Serum Facial Atelier Atelier N5,Comprar Serum Facial Atelier Atelier N5 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-pastel-6,Crema Hidratante Pastel Atelier N6,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-146,450,shopify,50,deny,manual,60.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Crema Hidratante Pastel Atelier N6,FALSE,Crema Hidratante Pastel Atelier N6,Comprar Crema Hidratante Pastel Atelier N6 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-puro-7,Jabon Botanico Puro Atelier N7,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-147,450,shopify,50,deny,manual,64.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Jabon Botanico Puro Atelier N7,FALSE,Jabon Botanico Puro Atelier N7,Comprar Jabon Botanico Puro Atelier N7 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-eco-8,Aceite Corporal Eco Atelier N8,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-148,450,shopify,50,deny,manual,69.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Aceite Corporal Eco Atelier N8,FALSE,Aceite Corporal Eco Atelier N8,Comprar Aceite Corporal Eco Atelier N8 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-mate-9,Balsamo Labial Mate Atelier N9,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-149,450,shopify,50,deny,manual,73.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Balsamo Labial Mate Atelier N9,FALSE,Balsamo Labial Mate Atelier N9,Comprar Balsamo Labial Mate Atelier N9 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-artesanal-10,Serum Facial Artesanal Atelier N10,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-150,450,shopify,50,deny,manual,53.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Serum Facial Artesanal Atelier N10,FALSE,Serum Facial Artesanal Atelier N10,Comprar Serum Facial Artesanal Atelier N10 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-organico-11,Crema Hidratante Organico Atelier N11,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-151,450,shopify,50,deny,manual,57.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Crema Hidratante Organico Atelier N11,FALSE,Crema Hidratante Organico Atelier N11,Comprar Crema Hidratante Organico Atelier N11 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-botanico-12,Jabon Botanico Botanico Atelier N12,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-152,450,shopify,50,deny,manual,62.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Jabon Botanico Botanico Atelier N12,FALSE,Jabon Botanico Botanico Atelier N12,Comprar Jabon Botanico Botanico Atelier N12 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-atelier-13,Aceite Corporal Atelier Atelier N13,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-153,450,shopify,50,deny,manual,66.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Aceite Corporal Atelier Atelier N13,FALSE,Aceite Corporal Atelier Atelier N13,Comprar Aceite Corporal Atelier Atelier N13 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-pastel-14,Balsamo Labial Pastel Atelier N14,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-154,450,shopify,50,deny,manual,71.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Balsamo Labial Pastel Atelier N14,FALSE,Balsamo Labial Pastel Atelier N14,Comprar Balsamo Labial Pastel Atelier N14 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-puro-15,Serum Facial Puro Atelier N15,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-155,450,shopify,50,deny,manual,75.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Serum Facial Puro Atelier N15,FALSE,Serum Facial Puro Atelier N15,Comprar Serum Facial Puro Atelier N15 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-eco-16,Crema Hidratante Eco Atelier N16,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-156,450,shopify,50,deny,manual,80.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Crema Hidratante Eco Atelier N16,FALSE,Crema Hidratante Eco Atelier N16,Comprar Crema Hidratante Eco Atelier N16 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-mate-17,Jabon Botanico Mate Atelier N17,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-157,450,shopify,50,deny,manual,84.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Jabon Botanico Mate Atelier N17,FALSE,Jabon Botanico Mate Atelier N17,Comprar Jabon Botanico Mate Atelier N17 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-artesanal-18,Aceite Corporal Artesanal Atelier N18,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-158,450,shopify,50,deny,manual,89.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Aceite Corporal Artesanal Atelier N18,FALSE,Aceite Corporal Artesanal Atelier N18,Comprar Aceite Corporal Artesanal Atelier N18 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-organico-19,Balsamo Labial Organico Atelier N19,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-159,450,shopify,50,deny,manual,93.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Balsamo Labial Organico Atelier N19,FALSE,Balsamo Labial Organico Atelier N19,Comprar Balsamo Labial Organico Atelier N19 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-botanico-20,Serum Facial Botanico Atelier N20,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CUI-160,450,shopify,50,deny,manual,98.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Serum Facial Botanico Atelier N20,FALSE,Serum Facial Botanico Atelier N20,Comprar Serum Facial Botanico Atelier N20 en Atelier Minimal Store.,active
velas-aromas-difusor-de-varillas-organico-1,Difusor de Varillas Organico Atelier N1,<p>Exquisito difusor de varillas elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-161,450,shopify,50,deny,manual,32.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Difusor de Varillas Organico Atelier N1,FALSE,Difusor de Varillas Organico Atelier N1,Comprar Difusor de Varillas Organico Atelier N1 en Atelier Minimal Store.,active
velas-aromas-incienso-natural-botanico-2,Incienso Natural Botanico Atelier N2,<p>Exquisito incienso natural elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-162,450,shopify,50,deny,manual,37.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Incienso Natural Botanico Atelier N2,FALSE,Incienso Natural Botanico Atelier N2,Comprar Incienso Natural Botanico Atelier N2 en Atelier Minimal Store.,active
velas-aromas-spray-de-almohada-atelier-3,Spray de Almohada Atelier Atelier N3,<p>Exquisito spray de almohada elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-163,450,shopify,50,deny,manual,41.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Spray de Almohada Atelier Atelier N3,FALSE,Spray de Almohada Atelier Atelier N3,Comprar Spray de Almohada Atelier Atelier N3 en Atelier Minimal Store.,active
velas-aromas-cera-aromatica-pastel-4,Cera Aromatica Pastel Atelier N4,<p>Exquisito cera aromatica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-164,450,shopify,50,deny,manual,46.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Cera Aromatica Pastel Atelier N4,FALSE,Cera Aromatica Pastel Atelier N4,Comprar Cera Aromatica Pastel Atelier N4 en Atelier Minimal Store.,active
velas-aromas-vela-de-soja-puro-5,Vela de Soja Puro Atelier N5,<p>Exquisito vela de soja elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-165,450,shopify,50,deny,manual,50.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Vela de Soja Puro Atelier N5,FALSE,Vela de Soja Puro Atelier N5,Comprar Vela de Soja Puro Atelier N5 en Atelier Minimal Store.,active
velas-aromas-difusor-de-varillas-eco-6,Difusor de Varillas Eco Atelier N6,<p>Exquisito difusor de varillas elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-166,450,shopify,50,deny,manual,55.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Difusor de Varillas Eco Atelier N6,FALSE,Difusor de Varillas Eco Atelier N6,Comprar Difusor de Varillas Eco Atelier N6 en Atelier Minimal Store.,active
velas-aromas-incienso-natural-mate-7,Incienso Natural Mate Atelier N7,<p>Exquisito incienso natural elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-167,450,shopify,50,deny,manual,59.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Incienso Natural Mate Atelier N7,FALSE,Incienso Natural Mate Atelier N7,Comprar Incienso Natural Mate Atelier N7 en Atelier Minimal Store.,active
velas-aromas-spray-de-almohada-artesanal-8,Spray de Almohada Artesanal Atelier N8,<p>Exquisito spray de almohada elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-168,450,shopify,50,deny,manual,64.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Spray de Almohada Artesanal Atelier N8,FALSE,Spray de Almohada Artesanal Atelier N8,Comprar Spray de Almohada Artesanal Atelier N8 en Atelier Minimal Store.,active
velas-aromas-cera-aromatica-organico-9,Cera Aromatica Organico Atelier N9,<p>Exquisito cera aromatica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-169,450,shopify,50,deny,manual,68.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Cera Aromatica Organico Atelier N9,FALSE,Cera Aromatica Organico Atelier N9,Comprar Cera Aromatica Organico Atelier N9 en Atelier Minimal Store.,active
velas-aromas-vela-de-soja-botanico-10,Vela de Soja Botanico Atelier N10,<p>Exquisito vela de soja elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-170,450,shopify,50,deny,manual,73.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Vela de Soja Botanico Atelier N10,FALSE,Vela de Soja Botanico Atelier N10,Comprar Vela de Soja Botanico Atelier N10 en Atelier Minimal Store.,active
velas-aromas-difusor-de-varillas-atelier-11,Difusor de Varillas Atelier Atelier N11,<p>Exquisito difusor de varillas elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-171,450,shopify,50,deny,manual,77.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Difusor de Varillas Atelier Atelier N11,FALSE,Difusor de Varillas Atelier Atelier N11,Comprar Difusor de Varillas Atelier Atelier N11 en Atelier Minimal Store.,active
velas-aromas-incienso-natural-pastel-12,Incienso Natural Pastel Atelier N12,<p>Exquisito incienso natural elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-172,450,shopify,50,deny,manual,82.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Incienso Natural Pastel Atelier N12,FALSE,Incienso Natural Pastel Atelier N12,Comprar Incienso Natural Pastel Atelier N12 en Atelier Minimal Store.,active
velas-aromas-spray-de-almohada-puro-13,Spray de Almohada Puro Atelier N13,<p>Exquisito spray de almohada elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-173,450,shopify,50,deny,manual,86.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Spray de Almohada Puro Atelier N13,FALSE,Spray de Almohada Puro Atelier N13,Comprar Spray de Almohada Puro Atelier N13 en Atelier Minimal Store.,active
velas-aromas-cera-aromatica-eco-14,Cera Aromatica Eco Atelier N14,<p>Exquisito cera aromatica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-174,450,shopify,50,deny,manual,91.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Cera Aromatica Eco Atelier N14,FALSE,Cera Aromatica Eco Atelier N14,Comprar Cera Aromatica Eco Atelier N14 en Atelier Minimal Store.,active
velas-aromas-vela-de-soja-mate-15,Vela de Soja Mate Atelier N15,<p>Exquisito vela de soja elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VEL-175,450,shopify,50,deny,manual,70.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Vela de Soja Mate Atelier N15,FALSE,Vela de Soja Mate Atelier N15,Comprar Vela de Soja Mate Atelier N15 en Atelier Minimal Store.,active
