Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Gift Card,SEO Title,SEO Description,Status
textiles-organicos-manta-artesanal-20,Manta Artesanal Atelier N20,<p>Exquisito manta elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Textiles Organicos,"Textiles Organicos, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-TEX-140-V,450,shopify,50,deny,manual,103.0,,TRUE,TRUE,,FALSE,Manta Artesanal Atelier N20,Comprar Manta Artesanal Atelier N20 en Atelier Minimal Store.,active
textiles-organicos-manta-artesanal-20,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-TEX-140-M,450,shopify,50,deny,manual,106.5,,TRUE,TRUE,,,,,
cuidado-personal-crema-hidratante-mate-1,Crema Hidratante Mate Atelier N1,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-141-V,450,shopify,50,deny,manual,37.5,,TRUE,TRUE,,FALSE,Crema Hidratante Mate Atelier N1,Comprar Crema Hidratante Mate Atelier N1 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-mate-1,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-141-M,450,shopify,50,deny,manual,41.0,,TRUE,TRUE,,,,,
cuidado-personal-jabon-botanico-artesanal-2,Jabon Botanico Artesanal Atelier N2,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-142-V,450,shopify,50,deny,manual,42.0,,TRUE,TRUE,,FALSE,Jabon Botanico Artesanal Atelier N2,Comprar Jabon Botanico Artesanal Atelier N2 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-artesanal-2,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-142-M,450,shopify,50,deny,manual,45.5,,TRUE,TRUE,,,,,
cuidado-personal-aceite-corporal-organico-3,Aceite Corporal Organico Atelier N3,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-143-V,450,shopify,50,deny,manual,46.5,,TRUE,TRUE,,FALSE,Aceite Corporal Organico Atelier N3,Comprar Aceite Corporal Organico Atelier N3 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-organico-3,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-143-M,450,shopify,50,deny,manual,50.0,,TRUE,TRUE,,,,,
cuidado-personal-balsamo-labial-botanico-4,Balsamo Labial Botanico Atelier N4,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-144-V,450,shopify,50,deny,manual,51.0,,TRUE,TRUE,,FALSE,Balsamo Labial Botanico Atelier N4,Comprar Balsamo Labial Botanico Atelier N4 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-botanico-4,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-144-M,450,shopify,50,deny,manual,54.5,,TRUE,TRUE,,,,,
cuidado-personal-serum-facial-atelier-5,Serum Facial Atelier Atelier N5,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-145-V,450,shopify,50,deny,manual,55.5,,TRUE,TRUE,,FALSE,Serum Facial Atelier Atelier N5,Comprar Serum Facial Atelier Atelier N5 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-atelier-5,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-145-M,450,shopify,50,deny,manual,59.0,,TRUE,TRUE,,,,,
cuidado-personal-crema-hidratante-pastel-6,Crema Hidratante Pastel Atelier N6,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-146-V,450,shopify,50,deny,manual,60.0,,TRUE,TRUE,,FALSE,Crema Hidratante Pastel Atelier N6,Comprar Crema Hidratante Pastel Atelier N6 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-pastel-6,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-146-M,450,shopify,50,deny,manual,63.5,,TRUE,TRUE,,,,,
cuidado-personal-jabon-botanico-puro-7,Jabon Botanico Puro Atelier N7,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-147-V,450,shopify,50,deny,manual,64.5,,TRUE,TRUE,,FALSE,Jabon Botanico Puro Atelier N7,Comprar Jabon Botanico Puro Atelier N7 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-puro-7,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-147-M,450,shopify,50,deny,manual,68.0,,TRUE,TRUE,,,,,
cuidado-personal-aceite-corporal-eco-8,Aceite Corporal Eco Atelier N8,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-148-V,450,shopify,50,deny,manual,69.0,,TRUE,TRUE,,FALSE,Aceite Corporal Eco Atelier N8,Comprar Aceite Corporal Eco Atelier N8 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-eco-8,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-148-M,450,shopify,50,deny,manual,72.5,,TRUE,TRUE,,,,,
cuidado-personal-balsamo-labial-mate-9,Balsamo Labial Mate Atelier N9,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-149-V,450,shopify,50,deny,manual,73.5,,TRUE,TRUE,,FALSE,Balsamo Labial Mate Atelier N9,Comprar Balsamo Labial Mate Atelier N9 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-mate-9,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-149-M,450,shopify,50,deny,manual,77.0,,TRUE,TRUE,,,,,
cuidado-personal-serum-facial-artesanal-10,Serum Facial Artesanal Atelier N10,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-150-V,450,shopify,50,deny,manual,53.0,,TRUE,TRUE,,FALSE,Serum Facial Artesanal Atelier N10,Comprar Serum Facial Artesanal Atelier N10 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-artesanal-10,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-150-M,450,shopify,50,deny,manual,56.5,,TRUE,TRUE,,,,,
cuidado-personal-crema-hidratante-organico-11,Crema Hidratante Organico Atelier N11,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-151-V,450,shopify,50,deny,manual,57.5,,TRUE,TRUE,,FALSE,Crema Hidratante Organico Atelier N11,Comprar Crema Hidratante Organico Atelier N11 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-organico-11,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-151-M,450,shopify,50,deny,manual,61.0,,TRUE,TRUE,,,,,
cuidado-personal-jabon-botanico-botanico-12,Jabon Botanico Botanico Atelier N12,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-152-V,450,shopify,50,deny,manual,62.0,,TRUE,TRUE,,FALSE,Jabon Botanico Botanico Atelier N12,Comprar Jabon Botanico Botanico Atelier N12 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-botanico-12,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-152-M,450,shopify,50,deny,manual,65.5,,TRUE,TRUE,,,,,
cuidado-personal-aceite-corporal-atelier-13,Aceite Corporal Atelier Atelier N13,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-153-V,450,shopify,50,deny,manual,66.5,,TRUE,TRUE,,FALSE,Aceite Corporal Atelier Atelier N13,Comprar Aceite Corporal Atelier Atelier N13 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-atelier-13,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-153-M,450,shopify,50,deny,manual,70.0,,TRUE,TRUE,,,,,
cuidado-personal-balsamo-labial-pastel-14,Balsamo Labial Pastel Atelier N14,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-154-V,450,shopify,50,deny,manual,71.0,,TRUE,TRUE,,FALSE,Balsamo Labial Pastel Atelier N14,Comprar Balsamo Labial Pastel Atelier N14 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-pastel-14,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-154-M,450,shopify,50,deny,manual,74.5,,TRUE,TRUE,,,,,
cuidado-personal-serum-facial-puro-15,Serum Facial Puro Atelier N15,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-155-V,450,shopify,50,deny,manual,75.5,,TRUE,TRUE,,FALSE,Serum Facial Puro Atelier N15,Comprar Serum Facial Puro Atelier N15 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-puro-15,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-155-M,450,shopify,50,deny,manual,79.0,,TRUE,TRUE,,,,,
cuidado-personal-crema-hidratante-eco-16,Crema Hidratante Eco Atelier N16,<p>Exquisito crema hidratante elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-156-V,450,shopify,50,deny,manual,80.0,,TRUE,TRUE,,FALSE,Crema Hidratante Eco Atelier N16,Comprar Crema Hidratante Eco Atelier N16 en Atelier Minimal Store.,active
cuidado-personal-crema-hidratante-eco-16,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-156-M,450,shopify,50,deny,manual,83.5,,TRUE,TRUE,,,,,
cuidado-personal-jabon-botanico-mate-17,Jabon Botanico Mate Atelier N17,<p>Exquisito jabon botanico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-157-V,450,shopify,50,deny,manual,84.5,,TRUE,TRUE,,FALSE,Jabon Botanico Mate Atelier N17,Comprar Jabon Botanico Mate Atelier N17 en Atelier Minimal Store.,active
cuidado-personal-jabon-botanico-mate-17,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-157-M,450,shopify,50,deny,manual,88.0,,TRUE,TRUE,,,,,
cuidado-personal-aceite-corporal-artesanal-18,Aceite Corporal Artesanal Atelier N18,<p>Exquisito aceite corporal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-158-V,450,shopify,50,deny,manual,89.0,,TRUE,TRUE,,FALSE,Aceite Corporal Artesanal Atelier N18,Comprar Aceite Corporal Artesanal Atelier N18 en Atelier Minimal Store.,active
cuidado-personal-aceite-corporal-artesanal-18,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-158-M,450,shopify,50,deny,manual,92.5,,TRUE,TRUE,,,,,
cuidado-personal-balsamo-labial-organico-19,Balsamo Labial Organico Atelier N19,<p>Exquisito balsamo labial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-159-V,450,shopify,50,deny,manual,93.5,,TRUE,TRUE,,FALSE,Balsamo Labial Organico Atelier N19,Comprar Balsamo Labial Organico Atelier N19 en Atelier Minimal Store.,active
cuidado-personal-balsamo-labial-organico-19,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-159-M,450,shopify,50,deny,manual,97.0,,TRUE,TRUE,,,,,
cuidado-personal-serum-facial-botanico-20,Serum Facial Botanico Atelier N20,<p>Exquisito serum facial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cuidado Personal,"Cuidado Personal, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-CUI-160-V,450,shopify,50,deny,manual,98.0,,TRUE,TRUE,,FALSE,Serum Facial Botanico Atelier N20,Comprar Serum Facial Botanico Atelier N20 en Atelier Minimal Store.,active
cuidado-personal-serum-facial-botanico-20,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-CUI-160-M,450,shopify,50,deny,manual,101.5,,TRUE,TRUE,,,,,
velas-aromas-difusor-de-varillas-organico-1,Difusor de Varillas Organico Atelier N1,<p>Exquisito difusor de varillas elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-161-V,450,shopify,50,deny,manual,32.5,,TRUE,TRUE,,FALSE,Difusor de Varillas Organico Atelier N1,Comprar Difusor de Varillas Organico Atelier N1 en Atelier Minimal Store.,active
velas-aromas-difusor-de-varillas-organico-1,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-161-M,450,shopify,50,deny,manual,36.0,,TRUE,TRUE,,,,,
velas-aromas-incienso-natural-botanico-2,Incienso Natural Botanico Atelier N2,<p>Exquisito incienso natural elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-162-V,450,shopify,50,deny,manual,37.0,,TRUE,TRUE,,FALSE,Incienso Natural Botanico Atelier N2,Comprar Incienso Natural Botanico Atelier N2 en Atelier Minimal Store.,active
velas-aromas-incienso-natural-botanico-2,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-162-M,450,shopify,50,deny,manual,40.5,,TRUE,TRUE,,,,,
velas-aromas-spray-de-almohada-atelier-3,Spray de Almohada Atelier Atelier N3,<p>Exquisito spray de almohada elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-163-V,450,shopify,50,deny,manual,41.5,,TRUE,TRUE,,FALSE,Spray de Almohada Atelier Atelier N3,Comprar Spray de Almohada Atelier Atelier N3 en Atelier Minimal Store.,active
velas-aromas-spray-de-almohada-atelier-3,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-163-M,450,shopify,50,deny,manual,45.0,,TRUE,TRUE,,,,,
velas-aromas-cera-aromatica-pastel-4,Cera Aromatica Pastel Atelier N4,<p>Exquisito cera aromatica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-164-V,450,shopify,50,deny,manual,46.0,,TRUE,TRUE,,FALSE,Cera Aromatica Pastel Atelier N4,Comprar Cera Aromatica Pastel Atelier N4 en Atelier Minimal Store.,active
velas-aromas-cera-aromatica-pastel-4,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-164-M,450,shopify,50,deny,manual,49.5,,TRUE,TRUE,,,,,
velas-aromas-vela-de-soja-puro-5,Vela de Soja Puro Atelier N5,<p>Exquisito vela de soja elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-165-V,450,shopify,50,deny,manual,50.5,,TRUE,TRUE,,FALSE,Vela de Soja Puro Atelier N5,Comprar Vela de Soja Puro Atelier N5 en Atelier Minimal Store.,active
velas-aromas-vela-de-soja-puro-5,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-165-M,450,shopify,50,deny,manual,54.0,,TRUE,TRUE,,,,,
velas-aromas-difusor-de-varillas-eco-6,Difusor de Varillas Eco Atelier N6,<p>Exquisito difusor de varillas elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-166-V,450,shopify,50,deny,manual,55.0,,TRUE,TRUE,,FALSE,Difusor de Varillas Eco Atelier N6,Comprar Difusor de Varillas Eco Atelier N6 en Atelier Minimal Store.,active
velas-aromas-difusor-de-varillas-eco-6,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-166-M,450,shopify,50,deny,manual,58.5,,TRUE,TRUE,,,,,
velas-aromas-incienso-natural-mate-7,Incienso Natural Mate Atelier N7,<p>Exquisito incienso natural elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-167-V,450,shopify,50,deny,manual,59.5,,TRUE,TRUE,,FALSE,Incienso Natural Mate Atelier N7,Comprar Incienso Natural Mate Atelier N7 en Atelier Minimal Store.,active
velas-aromas-incienso-natural-mate-7,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-167-M,450,shopify,50,deny,manual,63.0,,TRUE,TRUE,,,,,
velas-aromas-spray-de-almohada-artesanal-8,Spray de Almohada Artesanal Atelier N8,<p>Exquisito spray de almohada elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-168-V,450,shopify,50,deny,manual,64.0,,TRUE,TRUE,,FALSE,Spray de Almohada Artesanal Atelier N8,Comprar Spray de Almohada Artesanal Atelier N8 en Atelier Minimal Store.,active
velas-aromas-spray-de-almohada-artesanal-8,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-168-M,450,shopify,50,deny,manual,67.5,,TRUE,TRUE,,,,,
velas-aromas-cera-aromatica-organico-9,Cera Aromatica Organico Atelier N9,<p>Exquisito cera aromatica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-169-V,450,shopify,50,deny,manual,68.5,,TRUE,TRUE,,FALSE,Cera Aromatica Organico Atelier N9,Comprar Cera Aromatica Organico Atelier N9 en Atelier Minimal Store.,active
velas-aromas-cera-aromatica-organico-9,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-169-M,450,shopify,50,deny,manual,72.0,,TRUE,TRUE,,,,,
velas-aromas-vela-de-soja-botanico-10,Vela de Soja Botanico Atelier N10,<p>Exquisito vela de soja elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-170-V,450,shopify,50,deny,manual,73.0,,TRUE,TRUE,,FALSE,Vela de Soja Botanico Atelier N10,Comprar Vela de Soja Botanico Atelier N10 en Atelier Minimal Store.,active
velas-aromas-vela-de-soja-botanico-10,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-VEL-170-M,450,shopify,50,deny,manual,76.5,,TRUE,TRUE,,,,,
velas-aromas-difusor-de-varillas-atelier-11,Difusor de Varillas Atelier Atelier N11,<p>Exquisito difusor de varillas elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Velas y Aromaterapia,"Velas y Aromaterapia, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-VEL-171-V,450,shopify,50,deny,manual,77.5,,TRUE,TRUE,,FALSE,Difusor de Varillas Atelier Atelier N11,Comprar Difusor de Varillas Atelier Atelier N11 en Atelier Minimal Store.,active
